File,Mean of Intensity,Standard Deviation of Intensity,Gender
AHTD3A0001_Para1.tif,249.13461421713305,22.34491296785703,1
AHTD3A0001_Para2.tif,250.07708414648147,20.707855889737733,1
AHTD3A0001_Para3.tif,247.62042902237275,25.797931464938646,1
AHTD3A0001_Para4.tif,248.83993234817916,23.681195543791443,1
AHTD3A0002_Para1.tif,247.64681350829522,26.984455792820388,1
AHTD3A0002_Para2.tif,252.16438332528818,16.62912339273066,1
AHTD3A0002_Para3.tif,248.48690282301845,25.216157366014418,1
AHTD3A0002_Para4.tif,249.6054598500341,22.985151176514275,1
AHTD3A0003_Para1.tif,246.4932553173238,31.77471426816321,1
AHTD3A0003_Para2.tif,251.47621592693022,20.137313895172348,1
AHTD3A0003_Para3.tif,244.40985539873847,34.34865292002814,1
AHTD3A0003_Para4.tif,252.44570019638326,17.117555282026228,1
AHTD3A0004_Para1.tif,245.67244942470376,32.18480894536319,1
AHTD3A0004_Para2.tif,250.18145368412812,23.645119281195637,1
AHTD3A0004_Para3.tif,244.75492364411053,35.20841924847441,1
AHTD3A0004_Para4.tif,250.5480982280658,23.225350494782703,1
AHTD3A0005_Para1.tif,246.4123196944899,30.43226008708518,1
AHTD3A0005_Para2.tif,247.1962495727595,29.139113674226646,1
AHTD3A0005_Para3.tif,247.03753573425809,29.04413235468725,1
AHTD3A0005_Para4.tif,248.4811827361065,26.43665035660567,1
AHTD3A0006_Para1.tif,245.56204968024863,31.48993804248441,1
AHTD3A0006_Para2.tif,246.2363284287803,30.882448059595617,1
AHTD3A0006_Para3.tif,247.02097833194492,29.400872655448374,1
AHTD3A0006_Para4.tif,248.74605628526555,26.131760104391528,1
AHTD3A0007_Para1.tif,249.83213525972855,23.017528328979648,1
AHTD3A0007_Para2.tif,244.8024999290599,31.569795488205393,1
AHTD3A0007_Para3.tif,244.64428915369683,32.57590911734093,1
AHTD3A0007_Para4.tif,246.47345468449703,28.427792828951034,1
AHTD3A0008_Para1.tif,247.43192247254697,26.340297607859064,1
AHTD3A0008_Para2.tif,245.26650654833944,35.325821762796515,1
AHTD3A0008_Para3.tif,243.90903572176748,38.23113295520662,1
AHTD3A0008_Para4.tif,248.68825231289586,28.691284122865557,1
AHTD3A0009_Para1.tif,248.1429785,26.95106037728801,1
AHTD3A0009_Para2.tif,248.47088432160012,26.155126077107393,1
AHTD3A0009_Para3.tif,250.57962711735124,21.234985590570037,1
AHTD3A0009_Para4.tif,250.26921746398008,22.93297654465813,1
AHTD3A0011_Para1.tif,250.85554764752456,18.77405727318034,1
AHTD3A0011_Para2.tif,252.81470066416955,13.521372972987923,1
AHTD3A0011_Para3.tif,248.8280020342431,22.156498616421256,1
AHTD3A0011_Para4.tif,251.0393990492638,17.38954239334677,1
AHTD3A0012_Para1.tif,247.63742265094677,28.100251874077003,1
AHTD3A0012_Para2.tif,251.8023515122051,18.60205048512794,1
AHTD3A0012_Para3.tif,246.97208661404858,29.228742683602217,1
AHTD3A0012_Para4.tif,248.29114282077754,26.58453883187901,1
AHTD3A0013_Para1.tif,246.86258131300207,28.214092789326703,1
AHTD3A0013_Para2.tif,241.87569371189167,34.67251129783512,1
AHTD3A0013_Para3.tif,245.78021057398394,30.790707879204685,1
AHTD3A0013_Para4.tif,251.34272863772864,19.611442672124404,1
AHTD3A0014_Para1.tif,252.2507242434241,16.52707447886975,1
AHTD3A0014_Para2.tif,252.77826474179133,15.109590846389631,1
AHTD3A0014_Para3.tif,252.04230518340108,15.21608883,1
AHTD3A0014_Para4.tif,253.35880134804648,11.437655929455973,1
AHTD3A0015_Para1.tif,246.76949165727896,27.80993102887367,1
AHTD3A0015_Para2.tif,251.7713029654576,17.727994055076522,1
AHTD3A0015_Para3.tif,248.40041725553536,24.576564012248745,1
AHTD3A0015_Para4.tif,252.2985846085731,16.091246225658697,1
AHTD3A0016_Para1.tif,246.19582187099596,29.35144235673443,1
AHTD3A0016_Para2.tif,247.06482546988877,27.98003618768759,1
AHTD3A0016_Para3.tif,244.79620232927084,31.53441930090672,1
AHTD3A0016_Para4.tif,251.44727417352217,19.337804405492463,1
AHTD3A0017_Para1.tif,248.15693208308534,28.67859251019808,1
AHTD3A0017_Para2.tif,248.08273836741654,29.536138783852614,1
AHTD3A0017_Para3.tif,247.34193529436158,31.16682241134361,1
AHTD3A0017_Para4.tif,250.40805402966856,24.29925200932685,1
AHTD3A0018_Para1.tif,248.9509691361007,23.11131210224952,1
AHTD3A0018_Para2.tif,253.05875216752779,13.392726014864426,1
AHTD3A0018_Para3.tif,250.8668406795087,19.250086325083785,1
AHTD3A0018_Para4.tif,251.73874748959742,17.51172332615865,1
AHTD3A0019_Para1.tif,246.9931396060778,27.451118581031135,1
AHTD3A0019_Para2.tif,248.08031439539113,25.654022432438563,1
AHTD3A0019_Para3.tif,246.3513640355471,30.20918348525076,1
AHTD3A0019_Para4.tif,249.0784720698946,23.366144671921997,1
AHTD3A0020_Para1.tif,248.37836605388372,23.973500728249487,1
AHTD3A0020_Para2.tif,248.73882825893472,23.575541053847424,1
AHTD3A0020_Para3.tif,245.3907400320679,29.647449310065355,1
AHTD3A0020_Para4.tif,248.44118392930196,24.09045254008138,1
AHTD3A0021_Para1.tif,249.85556552202684,23.018783278073247,1
AHTD3A0021_Para2.tif,252.1002255639098,17.239773591769932,1
AHTD3A0021_Para3.tif,243.0707239224083,34.671862701268296,1
AHTD3A0021_Para4.tif,244.25270348574696,33.53030548135542,1
AHTD3A0022_Para1.tif,247.26238385458433,29.06993635391436,1
AHTD3A0022_Para2.tif,249.55407180769546,24.852830987725334,1
AHTD3A0022_Para3.tif,245.96428069148425,31.45914026051594,1
AHTD3A0022_Para4.tif,248.25147260182027,27.49251481681647,1
AHTD3A0023_Para1.tif,243.76528871874157,35.71517963,1
AHTD3A0023_Para2.tif,249.1326497317309,26.319009055884898,1
AHTD3A0023_Para3.tif,241.5910875334646,39.31907863748254,1
AHTD3A0023_Para4.tif,245.10915545737842,32.57493174602199,1
AHTD3A0024_Para1.tif,246.30889234887118,30.79352496999707,1
AHTD3A0024_Para2.tif,248.1916644,27.18459952995911,1
AHTD3A0024_Para3.tif,244.3764319520912,33.22096768539653,1
AHTD3A0024_Para4.tif,251.16329054375473,20.195434256341702,1
AHTD3A0025_Para1.tif,246.46163391947943,29.86561399875393,1
AHTD3A0025_Para2.tif,250.3044039496146,22.422388240168555,1
AHTD3A0025_Para3.tif,243.96188778095976,33.73146307546267,1
AHTD3A0025_Para4.tif,251.52204509712968,18.920133368141332,1
AHTD3A0027_Para1.tif,245.42085627084495,30.985047604769374,1
AHTD3A0027_Para2.tif,246.55270753502376,28.753498940440828,1
AHTD3A0027_Para3.tif,245.26136842105262,31.220546142412516,1
AHTD3A0027_Para4.tif,251.9918830871913,17.56954618126869,1
AHTD3A0029_Para1.tif,252.55116677073937,14.511645851573899,1
AHTD3A0029_Para2.tif,253.29579739694412,12.484295706011121,1
AHTD3A0029_Para3.tif,249.9831100694287,21.239705353642634,1
AHTD3A0029_Para4.tif,253.42020488019782,11.971555765811997,1
AHTD3A0030_Para1.tif,246.93696684664727,26.55091358580091,1
AHTD3A0030_Para2.tif,251.74770073049913,17.96216398081167,1
AHTD3A0030_Para3.tif,249.45803591127245,23.113975350856865,1
AHTD3A0030_Para4.tif,252.4538564458838,15.56819714477165,1
AHTD3A0031_Para1.tif,246.10293198117435,35.17479895,1
AHTD3A0031_Para2.tif,250.1510837330829,26.223799458992044,1
AHTD3A0031_Para3.tif,247.20733708516875,32.972111306343564,1
AHTD3A0031_Para4.tif,247.51398519309575,31.981957633468117,1
AHTD3A0032_Para1.tif,246.68482225863067,30.657730595204193,1
AHTD3A0032_Para2.tif,247.61542767645744,29.083734255727475,1
AHTD3A0032_Para3.tif,245.34173272338512,34.24844728717317,1
AHTD3A0032_Para4.tif,249.83594381464357,25.329521113096284,1
AHTD3A0033_Para1.tif,245.97559440764613,28.14678749495658,1
AHTD3A0033_Para2.tif,252.23459017917847,15.785038997239612,1
AHTD3A0033_Para3.tif,245.7573522805641,28.03929442821594,1
AHTD3A0033_Para4.tif,252.31672152552264,15.964514576646522,1
AHTD3A0034_Para1.tif,247.6706385319968,31.257300677706894,1
AHTD3A0034_Para2.tif,246.77657208380828,32.83205975633232,1
AHTD3A0034_Para3.tif,247.25611798719478,31.89177771609847,1
AHTD3A0034_Para4.tif,250.3129124673698,25.14047345192618,1
AHTD3A0035_Para1.tif,248.92971362981487,24.699874626695106,0
AHTD3A0035_Para2.tif,247.26045137676417,27.85667684738689,0
AHTD3A0035_Para3.tif,245.9456443,30.24859368008929,0
AHTD3A0035_Para4.tif,250.6956262692117,21.16894334,0
AHTD3A0036_Para1.tif,245.92376598681983,29.824051134908167,1
AHTD3A0036_Para2.tif,247.32455113894292,27.352479285637695,1
AHTD3A0036_Para3.tif,247.32125355139243,27.36899358896578,1
AHTD3A0036_Para4.tif,247.40385886931813,26.901783124666498,1
AHTD3A0037_Para1.tif,243.8662472461528,35.11181586305833,0
AHTD3A0037_Para2.tif,251.0287309614945,21.858736015643142,0
AHTD3A0037_Para3.tif,243.64978284922722,35.48197343081602,0
AHTD3A0037_Para4.tif,251.0968354337665,21.604254543874426,0
AHTD3A0039_Para1.tif,248.96169104966788,24.72461413964814,1
AHTD3A0039_Para2.tif,252.1116816827719,17.04857669370287,1
AHTD3A0039_Para3.tif,249.33372374136906,23.540563674731324,1
AHTD3A0039_Para4.tif,251.95049342585796,17.710837477660196,1
AHTD3A0040_Para1.tif,246.36003012174203,29.24862183009471,1
AHTD3A0040_Para2.tif,252.23845454019065,17.047162755815325,1
AHTD3A0040_Para3.tif,247.82984735381376,26.23848522013407,1
AHTD3A0040_Para4.tif,252.77558647599741,14.935090741279383,1
AHTD3A0041_Para1.tif,251.07614037164808,20.39360037314607,0
AHTD3A0041_Para2.tif,250.34743780940866,22.130402143674395,0
AHTD3A0041_Para3.tif,245.83876713131548,29.713735036038123,0
AHTD3A0041_Para4.tif,252.20866223447902,17.122642490952785,0
AHTD3A0042_Para1.tif,247.3442012010733,28.00191944100555,1
AHTD3A0042_Para2.tif,249.7627123132329,23.496275424130047,1
AHTD3A0042_Para3.tif,246.15006806573038,30.875599845232152,1
AHTD3A0042_Para4.tif,250.5569975380702,22.40736174144701,1
AHTD3A0043_Para1.tif,250.3845272385578,20.40792471,1
AHTD3A0043_Para2.tif,252.2809276320324,15.735801269734589,1
AHTD3A0043_Para3.tif,249.33019441309813,22.093118929669554,1
AHTD3A0043_Para4.tif,253.5508716632379,11.468784764854508,1
AHTD3A0044_Para1.tif,241.70962080700048,35.05116867767044,0
AHTD3A0044_Para2.tif,249.9934886324911,22.494398157089314,0
AHTD3A0044_Para3.tif,242.0145388,35.704258651926395,0
AHTD3A0044_Para4.tif,246.6201061447447,29.33290481888949,0
AHTD3A0045_Para1.tif,251.6885701836441,15.985928374070468,0
AHTD3A0045_Para2.tif,251.6333097,16.07070070675333,0
AHTD3A0045_Para3.tif,252.58161319206968,13.908702706524409,0
AHTD3A0045_Para4.tif,252.01427220097597,15.689003873583458,0
AHTD3A0046_Para1.tif,251.7900843,17.655860858855938,1
AHTD3A0046_Para2.tif,251.78720652838885,16.869083218181768,1
AHTD3A0046_Para3.tif,252.26526324124646,16.789752547174245,1
AHTD3A0046_Para4.tif,251.9995111965798,15.935361521662932,1
AHTD3A0047_Para1.tif,247.7640218609111,24.21240566453202,0
AHTD3A0047_Para2.tif,252.84912080475536,13.950668110409152,0
AHTD3A0047_Para3.tif,247.66348412698412,23.972249397880724,0
AHTD3A0047_Para4.tif,253.17831829130017,12.487372324096121,0
AHTD3A0048_Para1.tif,247.7568946327974,27.845057744260522,1
AHTD3A0048_Para2.tif,247.94519260436144,27.084747235011317,1
AHTD3A0048_Para3.tif,247.7734009790331,26.920134992246513,1
AHTD3A0048_Para4.tif,250.54150714450094,22.228493334346542,1
AHTD3A0049_Para1.tif,247.5463628691983,27.805533017518055,0
AHTD3A0049_Para2.tif,247.99356312657468,26.792804297827225,0
AHTD3A0049_Para3.tif,248.32312975695328,26.75689276880788,0
AHTD3A0049_Para4.tif,251.62579616280067,19.176148264530337,0
AHTD3A0050_Para1.tif,247.95619668811187,28.610361362834162,1
AHTD3A0050_Para2.tif,248.3554805335596,27.18569673,1
AHTD3A0050_Para3.tif,248.02980252882907,28.44747506657722,1
AHTD3A0050_Para4.tif,248.33541806655998,27.24839598452851,1
AHTD3A0051_Para1.tif,247.40411261957152,28.196426546129846,1
AHTD3A0051_Para2.tif,251.3101091626368,20.142097580747087,1
AHTD3A0051_Para3.tif,246.38731736382164,32.29286487072565,1
AHTD3A0051_Para4.tif,248.86631160208805,29.528549193711424,1
AHTD3A0052_Para1.tif,243.0883823351192,39.539400963839846,1
AHTD3A0052_Para2.tif,250.12219439135666,25.74558487588498,1
AHTD3A0052_Para3.tif,246.11629412608968,34.02059939090954,1
AHTD3A0052_Para4.tif,250.2648814725392,25.28025484071735,1
